"Summary","UID","Description","Location","Start Time","End Time","URL"
"","","","",""
"","","","",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EC1030>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EC1590>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EC1A30>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EC1ED0>",""
"Meeting With Mrs. Hoover","","","<icalendar.prop.vDDDTypes object at 0x03EC7390>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EC7770>",""
"Sailing Trip","","","<icalendar.prop.vDDDTypes object at 0x03EC7AF0>",""
"Niagara Trip","","","<icalendar.prop.vDDDTypes object at 0x03EC7F50>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ECB430>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ECB8D0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ECBD70>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ED1230>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ED16D0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ED1B70>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ED1F70>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ED84D0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ED8970>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03ED8E10>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EDF2D0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EDF770>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EDFC10>",""
"Physics Teacher Class","","Washtenaw International High School, 510 Emerick St, Ypsilanti, MI 48198, États-Unis","<icalendar.prop.vDDDTypes object at 0x03EE3030>",""
"Kayaking Trip with Caleb","","","<icalendar.prop.vDDDTypes object at 0x03EE3490>",""
"Embry-Riddle Open House","http://daytonabeach.erau.edu/admissions/events/open-house/index.html","Embry-Riddle Aeronautical University - Daytona Beach, 600 S Clyde Morris Blvd, Daytona Beach, FL 32114, USA","<icalendar.prop.vDDDTypes object at 0x03EE3730>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EE3C70>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EE9130>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EE95D0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EE9A70>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EE9F10>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EEF3D0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x03EEF870>",""
"MIDAS","","","<icalendar.prop.vDDDTypes object at 0x03EEFBF0>",""
"Kettering KickOff","","","<icalendar.prop.vDDDTypes object at 0x041F40F0>",""
"Bloomfield All Girls","","","<icalendar.prop.vDDDTypes object at 0x041F4550>",""
"Pre-Interview Assessment - Cambridge","Contact: James Peever (Admissions Tests)
Phone: 2127320288
Email: newyork@ohcenglish.com

https://support.admissionstestingservice.org/hc/en-gb/articles/204987959","226 West 26th St, 9th Floor New York United States of America","<icalendar.prop.vDDDTypes object at 0x041F4950>",""
"Crew","","","<icalendar.prop.vDDDTypes object at 0x041F4E50>",""
"Crew","","","<icalendar.prop.vDDDTypes object at 0x041F9230>",""
"Crew","","","<icalendar.prop.vDDDTypes object at 0x041F95F0>",""
"MCI Regatta","","","<icalendar.prop.vDDDTypes object at 0x041F99B0>",""
"Art Fair Division St. Info Booth Workers--25 pts (2)","","","<icalendar.prop.vDDDTypes object at 0x041F9D70>",""
"Art Fair Division St. Info Booth Workers--25 pts (2)","","","<icalendar.prop.vDDDTypes object at 0x04201150>",""
"Art Fair  Division St. Info Booth Workers--25 pts (2) ","","","<icalendar.prop.vDDDTypes object at 0x04201510>",""
"Pre-Interview Test Center Approved","Pre-Interview Examination (Engineering Admissions Assessment (ENGAA)). 

The tests center link can be found here: http://www.admissionstestingservice.org/administering-our-tests/become-a-test-centre/

The exact form can be found here: https://support.admissionstestingservice.org/hc/en-gb/articles/204987959

The deadline to approve a test-center is quickly approaching (Late September).
University of Cambridge's Page on Pre-Interview Examinations: http://www.undergraduate.study.cam.ac.uk/applying/admissions-assessments/pre-interview

King's College (The College within University of Cambridge to which I will be applying to) Page on Pre-Interview Examinations (For Engineering): http://www.kings.cam.ac.uk/study/undergraduate/subjects/engineering.html#written assessment","","<icalendar.prop.vDDDTypes object at 0x042017B0>",""
"CAS Complete","","","<icalendar.prop.vDDDTypes object at 0x04201C10>",""
"Check Common App","","","<icalendar.prop.vDDDTypes object at 0x04201EF0>",""
"Common App Essay 2nd Draft","","","<icalendar.prop.vDDDTypes object at 0x04207490>",""
"Check Embry-Riddle","","","<icalendar.prop.vDDDTypes object at 0x042078D0>",""
"Check MyMIT","","","<icalendar.prop.vDDDTypes object at 0x04207CB0>",""
"UC Account","","","<icalendar.prop.vDDDTypes object at 0x04207910>",""
"UChicago Information Sessions in Michigan","","","<icalendar.prop.vDDDTypes object at 0x0420A590>",""
"UNICEF Info on Summer Show-Out","","","<icalendar.prop.vDDDTypes object at 0x0420A830>",""
"Art Fair Recycling Pick-Up--20 pts (2) ","5-7 and 7-9","","<icalendar.prop.vDDDTypes object at 0x0420AD70>",""
"Art Fair Division St. Info Booth Workers--25 pts (2)","","","<icalendar.prop.vDDDTypes object at 0x04210150>",""
"Common App Essay Sent to Mr. Garcia","","","<icalendar.prop.vDDDTypes object at 0x042103F0>",""
"Bum Day","Arrive and Leave at any time.","2750 Bedford Rd, Ann Arbor, MI 48104, USA","<icalendar.prop.vDDDTypes object at 0x04210910>",""
"Kayaking trip","","","<icalendar.prop.vDDDTypes object at 0x04210CF0>",""
"Training for Maker-Fare","","","<icalendar.prop.vDDDTypes object at 0x04218030>",""
"EE Intro Complete","","","<icalendar.prop.vDDDTypes object at 0x04218370>",""
"EE Revisions","","","<icalendar.prop.vDDDTypes object at 0x042187D0>",""
"UM Robotics Lab Tour","","","<icalendar.prop.vDDDTypes object at 0x04218C90>",""
"EE Conclusion Section Complete","","","<icalendar.prop.vDDDTypes object at 0x04218F70>",""
"EE Data Section Complete","","","<icalendar.prop.vDDDTypes object at 0x0421B3F0>",""
"UM Supp. Essay Rough Draft","","","<icalendar.prop.vDDDTypes object at 0x0421B810>",""
"Embry-Riddle Essay Rough Draft","","","<icalendar.prop.vDDDTypes object at 0x0421BC30>",""
"Embry-Riddle Essay 2nd Draft Complete","","","<icalendar.prop.vDDDTypes object at 0x0421BE90>",""
"Embry-Riddle Recommendation Letters Complete","","","<icalendar.prop.vDDDTypes object at 0x04221450>",""
"Embry-Riddle Application Complete and Sent","","","<icalendar.prop.vDDDTypes object at 0x04221850>",""
"MIT Visits Michigan","At College Center","Huron High School, 2727 Fuller Rd, Ann Arbor, MI 48105, USA","<icalendar.prop.vDDDTypes object at 0x04221D10>",""
"Mr. Nemo Completes Mid-Year Grade report for MIT","","","<icalendar.prop.vDDDTypes object at 0x04221FF0>",""
"EE Revisions 2","","","<icalendar.prop.vDDDTypes object at 0x04227430>",""
"Embry-Riddle Essay Final Draft Complete","","","<icalendar.prop.vDDDTypes object at 0x04227830>",""
"Fall 2016 Crew Registration","","","<icalendar.prop.vDDDTypes object at 0x04227CF0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x0422B050>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x0422B590>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x0422BA30>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x0422BED0>",""
"Méditer","","","<icalendar.prop.vDDDTypes object at 0x04231390>",""
"Meet with Mr. Hoffman for MIT Rec. Letter","Discuss Curiosity in Lit, History, after-school, etc.
Discuss Project XQ
Discuss Observant","","<icalendar.prop.vDDDTypes object at 0x04231710>",""
"Schedule","","","<icalendar.prop.vDDDTypes object at 0x04231C30>",""
"EE Second Draft Complete","","","<icalendar.prop.vDDDTypes object at 0x04231ED0>",""
"First Day of Crew","","","<icalendar.prop.vDDDTypes object at 0x04237390>",""
"EE Rough Draft sent to Mr. Caine","","","<icalendar.prop.vDDDTypes object at 0x04237770>",""
"College Meeting","","","<icalendar.prop.vDDDTypes object at 0x04237C30>",""
"MIT Supp Essay Rough Draft","","","<icalendar.prop.vDDDTypes object at 0x04237ED0>",""
"CalTech Supp. Essay Rough Draft","","","<icalendar.prop.vDDDTypes object at 0x0423D390>",""
"Historical Investigation Final","","","<icalendar.prop.vDDDTypes object at 0x0423D7B0>",""
"History Assessment","","","<icalendar.prop.vDDDTypes object at 0x0423DBD0>",""
"History Assessment","","","<icalendar.prop.vDDDTypes object at 0x0423DF50>",""
"History Assessment","","","<icalendar.prop.vDDDTypes object at 0x042433D0>",""
"History Assessment","","","<icalendar.prop.vDDDTypes object at 0x042437D0>",""
"History Assessment","","","<icalendar.prop.vDDDTypes object at 0x04243BD0>",""
"History Assessment","","","<icalendar.prop.vDDDTypes object at 0x04243E50>",""
"UM Application Workshop","","","<icalendar.prop.vDDDTypes object at 0x042473F0>",""
"COPA (Cambridge) Due","","","<icalendar.prop.vDDDTypes object at 0x042478F0>",""
"Active Walker Meeting","","","<icalendar.prop.vDDDTypes object at 0x04247DB0>",""
"Summer Show-Out Preparation","","","<icalendar.prop.vDDDTypes object at 0x0424D190>",""
"Summer Show-Out Clean-Up","","","<icalendar.prop.vDDDTypes object at 0x0424D570>",""
"Ann Arbor Rockets Skate","Admission $10.
Ann Arbor Ice Cube","2121 Oak Valley Dr, Ann Arbor, MI 48103, USA","<icalendar.prop.vDDDTypes object at 0x0424D950>",""
"NHS E Board Meetings","","","<icalendar.prop.vDDDTypes object at 0x0424DD10>",""
"NHS E Board Meetings","","","<icalendar.prop.vDDDTypes object at 0x04252030>",""
"Spring State","","","<icalendar.prop.vDDDTypes object at 0x04252390>",""
"Fall State","","","<icalendar.prop.vDDDTypes object at 0x042527F0>",""
"NHS E Board Meetings","","","<icalendar.prop.vDDDTypes object at 0x04252CB0>",""
"COPA Complete","","","<icalendar.prop.vDDDTypes object at 0x04252F90>",""
"UCAS Complete","","","<icalendar.prop.vDDDTypes object at 0x042583D0>",""
"Stanford Supp Essay Rough Draft","","","<icalendar.prop.vDDDTypes object at 0x042587D0>",""
"Personal Statement Rough Draft","","","<icalendar.prop.vDDDTypes object at 0x04258C10>",""
"Backpacking Trip","","Hoist Lakes, Mitchell Township, MI 48728, USA","<icalendar.prop.vDDDTypes object at 0x0425D050>",""
"NHS Meeting","","","<icalendar.prop.vDDDTypes object at 0x0425D4B0>",""
"Black Friday","","","<icalendar.prop.vDDDTypes object at 0x0425D750>",""
"Final Jour de remet le Travail Écrit","","","<icalendar.prop.vDDDTypes object at 0x0425DC30>",""
"UM Application Workshop","","","<icalendar.prop.vDDDTypes object at 0x0425DFD0>",""
"TOK Presentation","","","<icalendar.prop.vDDDTypes object at 0x042634D0>",""
"Saturday Practice Scrimmage","","","<icalendar.prop.vDDDTypes object at 0x04263990>",""
"5K Erg Test","","","<icalendar.prop.vDDDTypes object at 0x04263D70>",""
"Stanford Regular Decision Deadline","","","<icalendar.prop.vDDDTypes object at 0x04263EF0>",""
"CalTech Early Decision Deadline","","","<icalendar.prop.vDDDTypes object at 0x04269490>",""
"Meet to discuss college recommendation","-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-
Please do not edit this section of the description.

This event has a Google Hangouts video call.
Join: https://plus.google.com/hangouts/_/wihi.org/danineamati-mho?hceid=bWhvZmZtYW5Ad2loaS5vcmc._8h13agi37123ib9h69344b9k710kab9o8l1jaba28cqjgchi8h1j2gq68c&hs=121
-::~:~::~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~:~::~:~::-","Room 801","<icalendar.prop.vDDDTypes object at 0x04269970>",""
"MIT Interview","EC: Ms. Eleanor Phillips","Sweetwaters Coffee & Tea, 302 N Canton Center Rd, Canton, MI 48187, USA","<icalendar.prop.vDDDTypes object at 0x04269ED0>",""
"Saturday Morning Physics | Searching for Habitable Worlds Through Diamond Windows","In the solar system the Earth is the only planet known to harbor life. Are we alone? Is there any habitable world among the thousands of exoplanets discovered to date? This talk will introduce high pressure experiments that shine brilliant light t...","Weiser Hall","<icalendar.prop.vDDDTypes object at 0x0426F2D0>",""
"TOK Presentation","","","<icalendar.prop.vDDDTypes object at 0x0426F570>",""
"Dragonbot at the Briarwood Mall Boo Bash","","","<icalendar.prop.vDDDTypes object at 0x0426FA90>",""
"Huron Crew Banquet","","","<icalendar.prop.vDDDTypes object at 0x0426FE50>",""
"Boo Gram Packaging","","","<icalendar.prop.vDDDTypes object at 0x0426FA10>",""
"NHS E Board Meeting","","","<icalendar.prop.vDDDTypes object at 0x04273630>",""
"Daniel Sign-Up Sheet","","","<icalendar.prop.vDDDTypes object at 0x042738D0>",""
"Bisi Sign-Up Sheet","","","<icalendar.prop.vDDDTypes object at 0x04273D30>",""
"Daniel Sign-Up Sheet","","","<icalendar.prop.vDDDTypes object at 0x04273970>",""
"Hira Sign-Up Sheet","","","<icalendar.prop.vDDDTypes object at 0x04279550>",""
"Olivia Sign-Up Sheet","","","<icalendar.prop.vDDDTypes object at 0x04279950>",""
"Chemisty IA Due","","","<icalendar.prop.vDDDTypes object at 0x04279D50>",""
"IMPORTANT: Graduation Items Order Form and Information","","","<icalendar.prop.vDDDTypes object at 0x04279990>",""
"NHS Meeting","","","<icalendar.prop.vDDDTypes object at 0x0427E630>",""
"IOC Literature","","","<icalendar.prop.vDDDTypes object at 0x0427E8D0>",""
"GivingTuesday","

---
Introducing CalendarX.com. A calendar your audience can follow. 
More information at https://www.calendarx.com","","<icalendar.prop.vDDDTypes object at 0x0427ED30>",""
"Cambridge Interview Dates","Please read all of the following information extremely carefully. We have arranged your schedule as follows:

Tuesday 06 December 2016
09:00
H5 inner left room, Gibbs Building, King's College
Engineering Interview
Dr Nick Atkins, Dr James Taylor
-
Tuesday 06 December 2016
11:00
Lecture Room 3, Lecture Block A, Sidgwick Site
Engineering Maths/Physics Test
-
Tuesday 06 December 2016
13:00
Audit Room (Old Lodge), King's College
Engineering Seminar
Dr Cesare Hall","King's Parade, Cambridge CB2 1SJ, UK","<icalendar.prop.vDDDTypes object at 0x0427E970>",""
"Glory of Christmas","","49555 N Territorial Rd Plymouth, MI","<icalendar.prop.vDDDTypes object at 0x04284630>",""
"Natalie Ballet","Snow Queen Soloist","Chelsea High School, 740 N Freer Rd, Chelsea, MI 48118, USA","<icalendar.prop.vDDDTypes object at 0x042849F0>",""
"Natalie Ballet","Widow and Sugar Plum ","Chelsea High School, 740 N Freer Rd, Chelsea, MI 48118, USA","<icalendar.prop.vDDDTypes object at 0x04284DB0>",""
"Pre Glory of Christmas Dinner","","","<icalendar.prop.vDDDTypes object at 0x04289190>",""
"Visit Family","","Dallas, TX, USA","<icalendar.prop.vDDDTypes object at 0x04289430>",""
"JSA Winter Conference","","","<icalendar.prop.vDDDTypes object at 0x042898B0>",""
"Pick up gift from JCPenney","","","<icalendar.prop.vDDDTypes object at 0x04289CB0>",""
"MMPC Round 2","","","<icalendar.prop.vDDDTypes object at 0x0428E1B0>",""
"Josh and Sarah Christmas Party!","","","<icalendar.prop.vDDDTypes object at 0x0428E570>",""
"Emma and Maya's IB Music Recital","20-30 min Maya
20-30 min Emma
10 min Cookies","Washtenaw International High School, 510 Emerick St, Ypsilanti, MI 48198, USA","<icalendar.prop.vDDDTypes object at 0x0428E950>",""
"Embry-Riddle Accepted Students Day","","","<icalendar.prop.vDDDTypes object at 0x0428EBF0>",""
"History Assessment","","","<icalendar.prop.vDDDTypes object at 0x0428EFD0>",""
"Embry-Riddle Honors Program","","","<icalendar.prop.vDDDTypes object at 0x04294470>",""
"Graduation Speaker App Due","","","<icalendar.prop.vDDDTypes object at 0x042948B0>",""
"Check Caltech Application Status","","","<icalendar.prop.vDDDTypes object at 0x04294CD0>",""
"FIRST Kick-Off (Pre-Show)","","","<icalendar.prop.vDDDTypes object at 0x04299190>",""
"FIRST Kickoff Broadcast","","","<icalendar.prop.vDDDTypes object at 0x04299570>",""
"UM ScholarPOWER Weekend","","University of Michigan, Ann Arbor, MI, USA","<icalendar.prop.vDDDTypes object at 0x04299930>",""
"WIMAHI Tutoring","NAME: Daniel Neamati
SIGNED UP FOR:
- WIMAHI Tutor 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/20F0C4DA8AF2AA0FD0-wimahi1/22214455
","","<icalendar.prop.vDDDTypes object at 0x04299CF0>",""
"WIMAHI Tutoring","NAME: Daniel Neamati
SIGNED UP FOR:
- WIMAHI Tutor 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/20F0C4DA8AF2AA0FD0-wimahi1/22214455
","","<icalendar.prop.vDDDTypes object at 0x0429F030>",""
"AMC Math Competition","","","<icalendar.prop.vDDDTypes object at 0x0429F370>",""
"Sign-Up for AMC","","","<icalendar.prop.vDDDTypes object at 0x0429F7D0>",""
"U-M's Salute to Excellence Recognition Dinner","","","<icalendar.prop.vDDDTypes object at 0x0429FC90>",""
"Senior Quotes Due","","","<icalendar.prop.vDDDTypes object at 0x0429FF70>",""
"Joseph Concert","","","<icalendar.prop.vDDDTypes object at 0x042A5470>",""
"Embry-Riddle Aeronautical University Visit!","","Embry-Riddle Aeronautical University - Daytona Beach, 600 S Clyde Morris Blvd, Daytona Beach, FL 32114, USA","<icalendar.prop.vDDDTypes object at 0x042A5830>",""
"Drive to Cape Canaveral","","","<icalendar.prop.vDDDTypes object at 0x042A5BF0>",""
"Drive to Daytona Beach","","","<icalendar.prop.vDDDTypes object at 0x042A5FB0>",""
"Senior Ad Due","","","<icalendar.prop.vDDDTypes object at 0x042AA270>",""
"TOK PPD Form","","","<icalendar.prop.vDDDTypes object at 0x042AA6D0>",""
"Graduation Speaker Auditions","2 minutes max","","<icalendar.prop.vDDDTypes object at 0x042AAB90>",""
"Residence Hall Tour","","","<icalendar.prop.vDDDTypes object at 0x042AAF70>",""
"Engineering and Technology Tour","","","<icalendar.prop.vDDDTypes object at 0x042AF350>",""
"Arts and Sciences Tour","","","<icalendar.prop.vDDDTypes object at 0x042AF730>",""
"General Academic Tour","Call the Admissions Office at 800-862-2416 or 386-226-6120 outside U.S. if you need assistance.","","<icalendar.prop.vDDDTypes object at 0x042AFAF0>",""
"Wind Ensemble Concordia University Rehearsal","Park in the Guest Parking Lot.
Immediately East (Left) Kreft Center for the Arts from the Chapel (the biggest building)

https://www.cuaa.edu/about/map.html","4090 Geddes Rd, Ann Arbor, MI 48105, USA","<icalendar.prop.vDDDTypes object at 0x042AFEF0>",""
"Meet with Professor Greiner","Lehman Building
Room 246 at 3 PM
Flight Dynamics Class at 4 PM","Embry-Riddle Aeronautical University - Daytona Beach, 600 S Clyde Morris Blvd, Daytona Beach, FL 32114, USA","<icalendar.prop.vDDDTypes object at 0x042B5310>",""
"Honors Program Tour","","","<icalendar.prop.vDDDTypes object at 0x042B56F0>",""
"Movie Party","","","<icalendar.prop.vDDDTypes object at 0x042B5AB0>",""
"Laser Tag","","","<icalendar.prop.vDDDTypes object at 0x042B5E70>",""
"Camp Expo at Briarwood Mall (DragonBot)","","","<icalendar.prop.vDDDTypes object at 0x042BD250>",""
"Visiting the Michigan Research Community","2-2:15pm, Arrive at Mosher-Jordan Residence Hall, located at 200 Observatory St, Ann Arbor MI 48109.
there is metered parking along the Observatory St. but there's a good chance all the spots are taken so you might have to find parking elsewhere on campus
2:15-2:25pm, Come into the Mosher-Jordan lobby/front desk area and call/text me at (818) 451-6156.
I will come get you and arrange for our tour guides to meet with you
2:30-3:30pm, Tour of MRC","","<icalendar.prop.vDDDTypes object at 0x042BD610>",""
"Robotics Driver Practice","","","<icalendar.prop.vDDDTypes object at 0x042BD9D0>",""
"NHD Work Party","","6331 Warren Rd, Ann Arbor, MI 48105, USA","<icalendar.prop.vDDDTypes object at 0x042BDDB0>",""
"Robotics","","","<icalendar.prop.vDDDTypes object at 0x042C1430>",""
"Crew","","","<icalendar.prop.vDDDTypes object at 0x042C17F0>",""
"Crew","","","<icalendar.prop.vDDDTypes object at 0x042C1BB0>",""
"Crew","","","<icalendar.prop.vDDDTypes object at 0x042C1F70>",""
"Crash Course Viewing Party","","","<icalendar.prop.vDDDTypes object at 0x042C7350>",""
"Pack Trailer for Kettering","","","<icalendar.prop.vDDDTypes object at 0x042C7730>",""
"Drive to Daytona Beach","","","<icalendar.prop.vDDDTypes object at 0x042C7B10>",""
"Drive to Orlando","","","<icalendar.prop.vDDDTypes object at 0x042C7ED0>",""
"At Orlando Airport","","Orlando Airport","<icalendar.prop.vDDDTypes object at 0x042CD2B0>",""
"Drive to Orlando","","","<icalendar.prop.vDDDTypes object at 0x042CD670>",""
"Lunch at Embry-Riddle Cafeteria","","Embry-Riddle Cafeteria","<icalendar.prop.vDDDTypes object at 0x042CDA30>",""
"Lunch at Embry-Riddle Cafeteria","","Embry-Riddle Cafeteria","<icalendar.prop.vDDDTypes object at 0x042CDE10>",""
"Pajama Day","","","<icalendar.prop.vDDDTypes object at 0x042CD9B0>",""
"Tacky Tourist Day","","","<icalendar.prop.vDDDTypes object at 0x042D1550>",""
"Extreme Weather Day","","","<icalendar.prop.vDDDTypes object at 0x042D1950>",""
"Generations Day","","","<icalendar.prop.vDDDTypes object at 0x042D1D50>",""
"School Spirit Day","","","<icalendar.prop.vDDDTypes object at 0x042D1990>",""
"Crew Scrimmage in Toledo","","","<icalendar.prop.vDDDTypes object at 0x042D8570>",""
"Crew Scrimmage at Argo","","","<icalendar.prop.vDDDTypes object at 0x042D89B0>",""
"Skyline Regatta at Concordia","","","<icalendar.prop.vDDDTypes object at 0x042D8D90>",""
"Wyandotte Regatta","","","<icalendar.prop.vDDDTypes object at 0x042DB1F0>",""
"SRAA Nationals Regatta","","","<icalendar.prop.vDDDTypes object at 0x042DB5D0>",""
"Ballet Chelsea: Giselle","","Chelsea High School, 740 N Freer Rd, Chelsea, MI 48118, USA","<icalendar.prop.vDDDTypes object at 0x042DBA90>",""
"Senior Prom Pre-Event","","","<icalendar.prop.vDDDTypes object at 0x042DBE50>",""
"Yearbook Photo Athletics","","","<icalendar.prop.vDDDTypes object at 0x042DBA10>",""
"NHS Meeting","","","<icalendar.prop.vDDDTypes object at 0x042E25B0>",""
"Prefrosh Weekend CalTech","","Caltech, Pasadena, CA 91106, USA","<icalendar.prop.vDDDTypes object at 0x042E2990>",""
"Lucy and Charles W. E. Clarke Scholarship Released","","","<icalendar.prop.vDDDTypes object at 0x042E2DD0>",""
"Post Season Potluck","","","<icalendar.prop.vDDDTypes object at 0x042E81D0>",""
"Arianna and Rachel's Grad Party","","2680 Apple Way, Ann Arbor, MI 48104, USA","<icalendar.prop.vDDDTypes object at 0x042E8690>",""
"Help at Boathouse","","Bandemer Park, 1352 Lake Shore Dr, Ann Arbor, MI 48104, USA","<icalendar.prop.vDDDTypes object at 0x042E8A70>",""
"No school Seniors","","","<icalendar.prop.vDDDTypes object at 0x042E8D10>",""
"Senior Skip Day Barbecue","","2735 Bedford Rd, Ann Arbor, MI 48104, USA","<icalendar.prop.vDDDTypes object at 0x042EC250>",""
"Flight to Detroit","Delta flight 2869
Orlando MCO 19:24 (local time) - Detroit DTW 22:08 (local time)

Confirmation number: 7239380387842","Orlando MCO","<icalendar.prop.vDDDTypes object at 0x042EC630>",""
"Flight to Detroit","Spirit flight 782
Baltimore BWI 18:26 (local time) - Detroit DTW 20:00 (local time)

Confirmation number: NB4Q8G","Baltimore BWI","<icalendar.prop.vDDDTypes object at 0x042ECB10>",""
"Literature Review Session","","","<icalendar.prop.vDDDTypes object at 0x042ECFF0>",""
"Math Review Session","","","<icalendar.prop.vDDDTypes object at 0x042F23F0>",""
"Math Review Session","","","<icalendar.prop.vDDDTypes object at 0x042F27B0>",""
"History Review Session","","","<icalendar.prop.vDDDTypes object at 0x042F2B70>",""
"Chemistry Review Session","","","<icalendar.prop.vDDDTypes object at 0x042F2F30>",""
"Physics Review Session","","","<icalendar.prop.vDDDTypes object at 0x042F9330>",""
"French Review Session","","","<icalendar.prop.vDDDTypes object at 0x042F96F0>",""
"Cap and Gown Pick-Up","","","<icalendar.prop.vDDDTypes object at 0x042F9990>",""
"IB Review Math SL/HL:Vectors","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x042F9EB0>",""
"IB Review History Paper1 CivilRights/SouthAfrica","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","History:Paper1CivilRights/SouthAfrica","<icalendar.prop.vDDDTypes object at 0x042FD2B0>",""
"IB Review Chemistry Room704","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x042FD670>",""
"IB Review Physics Room104","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x042FDA50>",""
"IB Review History Paper2 Zimbabwe & Other Independence Movements","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x042FDE30>",""
"IB Review Chemistry Room704","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x04303210>",""
"IB Review Physics Room104","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x043035F0>",""
"IB Review History Paper2 Castro & Other Authoritarian States","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x043039D0>",""
"IB Review History Paper2 Castro & Other","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x04303D90>",""
"IB Review MathSL/HL:TrigFunctions","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x04308170>",""
"IB Review MathHL: Options Statistics","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x04308530>",""
"IB Review French: Paper1 strategies","NAME: Daniel Neamati
SIGNED UP FOR:
- Please Sign Up 
VIEW SIGN UP FORM:
http://www.signupgenius.com/go/4090D4DADAF29AA8-senior/22214455
","","<icalendar.prop.vDDDTypes object at 0x043088F0>",""
